productId,title,price,shopify_variant_id,shopify_sku,cj_pid,cj_vid,cj_variant_sku,confidence,note
cmrhc1enl0006b3ib2aeitv5v,1500mAh Mini Power Emergency Pod Keychain Charger With Type-C Ultra-Compact Mini Battery Pack Fast Charging Backup Power Bank,87586.21,42659397894229,CJCD160452701AZ,1588374756410273792,1588374756481576960,CJCD160452701AZ,high,"Auto-match por SKU ""CJCD160452701AZ"""
cmrhc1enl0006b3ib2aeitv5v,1500mAh Mini Power Emergency Pod Keychain Charger With Type-C Ultra-Compact Mini Battery Pack Fast Charging Backup Power Bank,145586.21,42659397926997,CJCD160452702BY,1588374756410273792,1588374756485771264,CJCD160452702BY,high,"Auto-match por SKU ""CJCD160452701AZ"""
cmrhc1enl0006b3ib2aeitv5v,1500mAh Mini Power Emergency Pod Keychain Charger With Type-C Ultra-Compact Mini Battery Pack Fast Charging Backup Power Bank,117068.97,42659397959765,CJCD160452703CX,1588374756410273792,1588374756485771265,CJCD160452703CX,high,"Auto-match por SKU ""CJCD160452701AZ"""
cmrhc1enl0006b3ib2aeitv5v,1500mAh Mini Power Emergency Pod Keychain Charger With Type-C Ultra-Compact Mini Battery Pack Fast Charging Backup Power Bank,108517.24,42659397992533,CJCD160452704DW,1588374756410273792,1588374756489965568,CJCD160452704DW,high,"Auto-match por SKU ""CJCD160452701AZ"""
cmrhc1enl0006b3ib2aeitv5v,1500mAh Mini Power Emergency Pod Keychain Charger With Type-C Ultra-Compact Mini Battery Pack Fast Charging Backup Power Bank,251724.14,42659398025301,CJCD160452797SH,1588374756410273792,1624258160498323456,CJCD160452797SH,high,"Auto-match por SKU ""CJCD160452701AZ"""
cmrhc1enl0006b3ib2aeitv5v,1500mAh Mini Power Emergency Pod Keychain Charger With Type-C Ultra-Compact Mini Battery Pack Fast Charging Backup Power Bank,87586.21,42659398058069,CJCD1604527130ZA,1588374756410273792,1625045395862728704,CJCD1604527130ZA,high,"Auto-match por SKU ""CJCD160452701AZ"""
cmrhc1enl0006b3ib2aeitv5v,1500mAh Mini Power Emergency Pod Keychain Charger With Type-C Ultra-Compact Mini Battery Pack Fast Charging Backup Power Bank,108517.24,42659398090837,CJCD1604527132BY,1588374756410273792,1625045395862728705,CJCD1604527132BY,high,"Auto-match por SKU ""CJCD160452701AZ"""
cmrhc1enl0006b3ib2aeitv5v,1500mAh Mini Power Emergency Pod Keychain Charger With Type-C Ultra-Compact Mini Battery Pack Fast Charging Backup Power Bank,158275.86,42659398123605,CJCD1604527142LO,1588374756410273792,1647879590917976064,CJCD1604527142LO,high,"Auto-match por SKU ""CJCD160452701AZ"""
cmrhc1enl0006b3ib2aeitv5v,1500mAh Mini Power Emergency Pod Keychain Charger With Type-C Ultra-Compact Mini Battery Pack Fast Charging Backup Power Bank,119482.76,42659398156373,CJCD1604527146PK,1588374756410273792,1647879590980890624,CJCD1604527146PK,high,"Auto-match por SKU ""CJCD160452701AZ"""
cmrhc1enl0006b3ib2aeitv5v,1500mAh Mini Power Emergency Pod Keychain Charger With Type-C Ultra-Compact Mini Battery Pack Fast Charging Backup Power Bank,119482.76,42659398189141,CJCD1604527147QJ,1588374756410273792,1647879591039610880,CJCD1604527147QJ,high,"Auto-match por SKU ""CJCD160452701AZ"""
cmrhc1enl0006b3ib2aeitv5v,1500mAh Mini Power Emergency Pod Keychain Charger With Type-C Ultra-Compact Mini Battery Pack Fast Charging Backup Power Bank,119482.76,42659398221909,CJCD1604527150TG,1588374756410273792,1647879591098331136,CJCD1604527150TG,high,"Auto-match por SKU ""CJCD160452701AZ"""
cmrhc1enl0006b3ib2aeitv5v,1500mAh Mini Power Emergency Pod Keychain Charger With Type-C Ultra-Compact Mini Battery Pack Fast Charging Backup Power Bank,119482.76,42659398254677,CJCD1604527151UF,1588374756410273792,1647879591219965952,CJCD1604527151UF,high,"Auto-match por SKU ""CJCD160452701AZ"""
cmrhc1f1w000ab3ib2jamd4dp,15W 3 In 1 LED Fast Wireless Charger Stand Foldable Charging Station For Smart Phone 15 14 13 12 11 IWatch 9 8 7 6 5 Airpods Pro,124758.62,42659190800469,CJSJ212415201AZ,2408300716221612100,2408300716221612300,CJSJ212415201AZ,high,"Auto-match por SKU ""CJSJ212415201AZ"""
cmrhc1f1w000ab3ib2jamd4dp,15W 3 In 1 LED Fast Wireless Charger Stand Foldable Charging Station For Smart Phone 15 14 13 12 11 IWatch 9 8 7 6 5 Airpods Pro,77793.10,42659190833237,CJSJ212415202BY,2408300716221612100,2408300716221612400,CJSJ212415202BY,high,"Auto-match por SKU ""CJSJ212415201AZ"""
cmrhc1fg2000eb3ibax53x2s9,15W Wireless Chargers Stand 5 In1 LED Digital Alarm Clock Fast Charging Dock Station,190758.62,42659183984725,CJSJ226364701AZ,2501070833041606900,2501070833041607200,CJSJ226364701AZ,high,"Auto-match por SKU ""CJSJ226364701AZ"""
cmrhc1fg2000eb3ibax53x2s9,15W Wireless Chargers Stand 5 In1 LED Digital Alarm Clock Fast Charging Dock Station,190758.62,42659184017493,CJSJ226364702BY,2501070833041606900,2501070833041607300,CJSJ226364702BY,high,"Auto-match por SKU ""CJSJ226364701AZ"""
cmrhc1fg2000eb3ibax53x2s9,15W Wireless Chargers Stand 5 In1 LED Digital Alarm Clock Fast Charging Dock Station,190758.62,42659184050261,CJSJ226364703CX,2501070833041606900,2501070833041607500,CJSJ226364703CX,high,"Auto-match por SKU ""CJSJ226364701AZ"""
cmrhc1fg2000eb3ibax53x2s9,15W Wireless Chargers Stand 5 In1 LED Digital Alarm Clock Fast Charging Dock Station,190758.62,42659184083029,CJSJ226364704DW,2501070833041606900,2501070833041607700,CJSJ226364704DW,high,"Auto-match por SKU ""CJSJ226364701AZ"""
cmrhc1fui000ib3ib5q6hc67j,2 In 1 Heating Mug Cup Warmer Electric Wireless Charger For Home Office Coffee Milk,114448.28,42659228155989,CJXFLPCD00349-Photo color,902A942C-A92F-4629-8E58-C3154682431A,592F2ADB-57B6-438C-928D-C9E8F2D1E6DD,CJXFLPCD00349-Photo color,high,"Auto-match por SKU ""CJXFLPCD00349-Photo color"""
cmrhc1h57000ub3ib93zgc8da,3 In 1 Foldable Wireless Charger Night Light Wireless Charging Station Stonego LED Reading Table Lamp 15W Fast Charging Light,113241.38,42659233988693,CJCD154096301AZ,1556563303525265408,1556563303630123008,CJCD154096301AZ,high,"Auto-match por SKU ""CJCD154096301AZ"""
cmrhc1h57000ub3ib93zgc8da,3 In 1 Foldable Wireless Charger Night Light Wireless Charging Station Stonego LED Reading Table Lamp 15W Fast Charging Light,111413.79,42659234021461,CJCD154096302BY,1556563303525265408,1556563303630123009,CJCD154096302BY,high,"Auto-match por SKU ""CJCD154096301AZ"""
cmrhc1h57000ub3ib93zgc8da,3 In 1 Foldable Wireless Charger Night Light Wireless Charging Station Stonego LED Reading Table Lamp 15W Fast Charging Light,237034.48,42659234054229,CJCD154096303CX,1556563303525265408,1556563303634317312,CJCD154096303CX,high,"Auto-match por SKU ""CJCD154096301AZ"""
cmrhc1h57000ub3ib93zgc8da,3 In 1 Foldable Wireless Charger Night Light Wireless Charging Station Stonego LED Reading Table Lamp 15W Fast Charging Light,237034.48,42659234086997,CJCD154096304DW,1556563303525265408,1556563303638511616,CJCD154096304DW,high,"Auto-match por SKU ""CJCD154096301AZ"""
cmrhc1gra000qb3iby1hx2qu6,3 In 1 Fast Charging Station Wireless Charger Stand Wireless Quick Charge Dock For Phone Holder,411241.38,42659376857173,CJSJSJSJ00914-Black-Apple EU plug,ACD5F972-439D-41E3-B2F2-6071439B0C4E,00F6465B-208F-4366-9494-F201CE9DBEE8,CJSJSJSJ00914-Black-Apple EU plug,high,"Auto-match por SKU ""CJSJSJSJ00914"""
cmrhc1gra000qb3iby1hx2qu6,3 In 1 Fast Charging Station Wireless Charger Stand Wireless Quick Charge Dock For Phone Holder,411241.38,42659376889941,CJSJSJSJ00914-Black-Samsung EU plug,ACD5F972-439D-41E3-B2F2-6071439B0C4E,03C23B69-B6A7-4FB8-BE8D-410CD9640D83,CJSJSJSJ00914-Black-Samsung EU plug,high,"Auto-match por SKU ""CJSJSJSJ00914"""
cmrhc1gra000qb3iby1hx2qu6,3 In 1 Fast Charging Station Wireless Charger Stand Wireless Quick Charge Dock For Phone Holder,412206.90,42659376922709,CJSJSJSJ00914-Black-Apple,ACD5F972-439D-41E3-B2F2-6071439B0C4E,095D4AE8-CB30-4A36-B69C-178591FD96BF,CJSJSJSJ00914-Black-Apple,high,"Auto-match por SKU ""CJSJSJSJ00914"""
cmrhc1gra000qb3iby1hx2qu6,3 In 1 Fast Charging Station Wireless Charger Stand Wireless Quick Charge Dock For Phone Holder,715931.03,42659376955477,CJSJSJSJ00914-Black UK-Samsung,ACD5F972-439D-41E3-B2F2-6071439B0C4E,13E1DF77-0F38-4086-8DE5-B38AF8D183FD,CJSJSJSJ00914-Black UK-Samsung,high,"Auto-match por SKU ""CJSJSJSJ00914"""
cmrhc1gra000qb3iby1hx2qu6,3 In 1 Fast Charging Station Wireless Charger Stand Wireless Quick Charge Dock For Phone Holder,879758.62,42659376988245,CJSJSJSJ00914-Black-Apple UK,ACD5F972-439D-41E3-B2F2-6071439B0C4E,1423852130967621632,CJSJSJSJ00914-Black-Apple UK,high,"Auto-match por SKU ""CJSJSJSJ00914"""
cmrhc1gra000qb3iby1hx2qu6,3 In 1 Fast Charging Station Wireless Charger Stand Wireless Quick Charge Dock For Phone Holder,1099344.83,42659377021013,CJSJSJSJ00914-Black 3pcs-Apple AUplug,ACD5F972-439D-41E3-B2F2-6071439B0C4E,14CA8C15-7322-4475-AC73-53CAA044A6CB,CJSJSJSJ00914-Black 3pcs-Apple AUplug,high,"Auto-match por SKU ""CJSJSJSJ00914"""
cmrhc1gra000qb3iby1hx2qu6,3 In 1 Fast Charging Station Wireless Charger Stand Wireless Quick Charge Dock For Phone Holder,482620.69,42659377053781,CJSJSJSJ00914-Black Set1-Apple US plug,ACD5F972-439D-41E3-B2F2-6071439B0C4E,1655401479135563776,CJSJSJSJ00914-Black Set1-Apple US plug,high,"Auto-match por SKU ""CJSJSJSJ00914"""
cmrhc1gra000qb3iby1hx2qu6,3 In 1 Fast Charging Station Wireless Charger Stand Wireless Quick Charge Dock For Phone Holder,479137.93,42659377086549,CJSJSJSJ00914-Black Set2-Apple US plug,ACD5F972-439D-41E3-B2F2-6071439B0C4E,1655401479244615680,CJSJSJSJ00914-Black Set2-Apple US plug,high,"Auto-match por SKU ""CJSJSJSJ00914"""
cmrhc1gra000qb3iby1hx2qu6,3 In 1 Fast Charging Station Wireless Charger Stand Wireless Quick Charge Dock For Phone Holder,472172.41,42659377119317,CJSJSJSJ00914-Black Set3-Apple US plug,ACD5F972-439D-41E3-B2F2-6071439B0C4E,1655401479357861888,CJSJSJSJ00914-Black Set3-Apple US plug,high,"Auto-match por SKU ""CJSJSJSJ00914"""
cmrhc1gra000qb3iby1hx2qu6,3 In 1 Fast Charging Station Wireless Charger Stand Wireless Quick Charge Dock For Phone Holder,468689.66,42659377152085,CJSJSJSJ00914-Black Set4-Apple US plug,ACD5F972-439D-41E3-B2F2-6071439B0C4E,1655401479475302400,CJSJSJSJ00914-Black Set4-Apple US plug,high,"Auto-match por SKU ""CJSJSJSJ00914"""
cmrhc1gra000qb3iby1hx2qu6,3 In 1 Fast Charging Station Wireless Charger Stand Wireless Quick Charge Dock For Phone Holder,482620.69,42659377184853,CJSJSJSJ00914-Black Set5-Apple US plug,ACD5F972-439D-41E3-B2F2-6071439B0C4E,1655401479584354304,CJSJSJSJ00914-Black Set5-Apple US plug,high,"Auto-match por SKU ""CJSJSJSJ00914"""
cmrhc1gra000qb3iby1hx2qu6,3 In 1 Fast Charging Station Wireless Charger Stand Wireless Quick Charge Dock For Phone Holder,479137.93,42659377217621,CJSJSJSJ00914-Black Set6-Apple US plug,ACD5F972-439D-41E3-B2F2-6071439B0C4E,1655401479693406208,CJSJSJSJ00914-Black Set6-Apple US plug,high,"Auto-match por SKU ""CJSJSJSJ00914"""
cmrhc1gra000qb3iby1hx2qu6,3 In 1 Fast Charging Station Wireless Charger Stand Wireless Quick Charge Dock For Phone Holder,472172.41,42659377250389,CJSJSJSJ00914-Black Set7-Apple US plug,ACD5F972-439D-41E3-B2F2-6071439B0C4E,1655401479802458112,CJSJSJSJ00914-Black Set7-Apple US plug,high,"Auto-match por SKU ""CJSJSJSJ00914"""
cmrhc1gra000qb3iby1hx2qu6,3 In 1 Fast Charging Station Wireless Charger Stand Wireless Quick Charge Dock For Phone Holder,468689.66,42659377283157,CJSJSJSJ00914-Black Set8-Apple US plug,ACD5F972-439D-41E3-B2F2-6071439B0C4E,1655401479915704320,CJSJSJSJ00914-Black Set8-Apple US plug,high,"Auto-match por SKU ""CJSJSJSJ00914"""
cmrhc1gra000qb3iby1hx2qu6,3 In 1 Fast Charging Station Wireless Charger Stand Wireless Quick Charge Dock For Phone Holder,482620.69,42659377315925,CJSJSJSJ00914-Black Set9-Apple US plug,ACD5F972-439D-41E3-B2F2-6071439B0C4E,1655401480024756224,CJSJSJSJ00914-Black Set9-Apple US plug,high,"Auto-match por SKU ""CJSJSJSJ00914"""
cmrhc1gra000qb3iby1hx2qu6,3 In 1 Fast Charging Station Wireless Charger Stand Wireless Quick Charge Dock For Phone Holder,479137.93,42659377348693,CJSJSJSJ00914-Black Set10-Apple US plug,ACD5F972-439D-41E3-B2F2-6071439B0C4E,1655401480142196736,CJSJSJSJ00914-Black Set10-Apple US plug,high,"Auto-match por SKU ""CJSJSJSJ00914"""
cmrhc1gra000qb3iby1hx2qu6,3 In 1 Fast Charging Station Wireless Charger Stand Wireless Quick Charge Dock For Phone Holder,472172.41,42659377381461,CJSJSJSJ00914-Black Set11-Apple US plug,ACD5F972-439D-41E3-B2F2-6071439B0C4E,1655401480247054336,CJSJSJSJ00914-Black Set11-Apple US plug,high,"Auto-match por SKU ""CJSJSJSJ00914"""
cmrhc1gra000qb3iby1hx2qu6,3 In 1 Fast Charging Station Wireless Charger Stand Wireless Quick Charge Dock For Phone Holder,468689.66,42659377414229,CJSJSJSJ00914-Black Set12-Apple US plug,ACD5F972-439D-41E3-B2F2-6071439B0C4E,1655401480356106240,CJSJSJSJ00914-Black Set12-Apple US plug,high,"Auto-match por SKU ""CJSJSJSJ00914"""
cmrhc1gra000qb3iby1hx2qu6,3 In 1 Fast Charging Station Wireless Charger Stand Wireless Quick Charge Dock For Phone Holder,482620.69,42659377446997,CJSJSJSJ00914-White Set1-Apple US plug,ACD5F972-439D-41E3-B2F2-6071439B0C4E,1655401480465158144,CJSJSJSJ00914-White Set1-Apple US plug,high,"Auto-match por SKU ""CJSJSJSJ00914"""
cmrhc1gra000qb3iby1hx2qu6,3 In 1 Fast Charging Station Wireless Charger Stand Wireless Quick Charge Dock For Phone Holder,479137.93,42659377479765,CJSJSJSJ00914-White Set2-Apple US plug,ACD5F972-439D-41E3-B2F2-6071439B0C4E,1655401480565821440,CJSJSJSJ00914-White Set2-Apple US plug,high,"Auto-match por SKU ""CJSJSJSJ00914"""
cmrhc1gra000qb3iby1hx2qu6,3 In 1 Fast Charging Station Wireless Charger Stand Wireless Quick Charge Dock For Phone Holder,472172.41,42659377512533,CJSJSJSJ00914-White Set3-Apple US plug,ACD5F972-439D-41E3-B2F2-6071439B0C4E,1655401480653901824,CJSJSJSJ00914-White Set3-Apple US plug,high,"Auto-match por SKU ""CJSJSJSJ00914"""
cmrhc1gra000qb3iby1hx2qu6,3 In 1 Fast Charging Station Wireless Charger Stand Wireless Quick Charge Dock For Phone Holder,468689.66,42659377545301,CJSJSJSJ00914-White Set4-Apple US plug,ACD5F972-439D-41E3-B2F2-6071439B0C4E,1655401480741982208,CJSJSJSJ00914-White Set4-Apple US plug,high,"Auto-match por SKU ""CJSJSJSJ00914"""
cmrhc1gra000qb3iby1hx2qu6,3 In 1 Fast Charging Station Wireless Charger Stand Wireless Quick Charge Dock For Phone Holder,482620.69,42659377578069,CJSJSJSJ00914-White Set5-Apple US plug,ACD5F972-439D-41E3-B2F2-6071439B0C4E,1655401480825868288,CJSJSJSJ00914-White Set5-Apple US plug,high,"Auto-match por SKU ""CJSJSJSJ00914"""
cmrhc1gra000qb3iby1hx2qu6,3 In 1 Fast Charging Station Wireless Charger Stand Wireless Quick Charge Dock For Phone Holder,479137.93,42659377610837,CJSJSJSJ00914-White Set6-Apple US plug,ACD5F972-439D-41E3-B2F2-6071439B0C4E,1655401480909754368,CJSJSJSJ00914-White Set6-Apple US plug,high,"Auto-match por SKU ""CJSJSJSJ00914"""
cmrhc1gra000qb3iby1hx2qu6,3 In 1 Fast Charging Station Wireless Charger Stand Wireless Quick Charge Dock For Phone Holder,472172.41,42659377643605,CJSJSJSJ00914-White Set7-Apple US plug,ACD5F972-439D-41E3-B2F2-6071439B0C4E,1655401480989446144,CJSJSJSJ00914-White Set7-Apple US plug,high,"Auto-match por SKU ""CJSJSJSJ00914"""
cmrhc1gra000qb3iby1hx2qu6,3 In 1 Fast Charging Station Wireless Charger Stand Wireless Quick Charge Dock For Phone Holder,468689.66,42659377676373,CJSJSJSJ00914-White Set8-Apple US plug,ACD5F972-439D-41E3-B2F2-6071439B0C4E,1655401481069137920,CJSJSJSJ00914-White Set8-Apple US plug,high,"Auto-match por SKU ""CJSJSJSJ00914"""
cmrhc1gra000qb3iby1hx2qu6,3 In 1 Fast Charging Station Wireless Charger Stand Wireless Quick Charge Dock For Phone Holder,482620.69,42659377709141,CJSJSJSJ00914-White Set9-Apple US plug,ACD5F972-439D-41E3-B2F2-6071439B0C4E,1655401481140441088,CJSJSJSJ00914-White Set9-Apple US plug,high,"Auto-match por SKU ""CJSJSJSJ00914"""
cmrhc1gra000qb3iby1hx2qu6,3 In 1 Fast Charging Station Wireless Charger Stand Wireless Quick Charge Dock For Phone Holder,479137.93,42659377741909,CJSJSJSJ00914-White Set10-Apple US plug,ACD5F972-439D-41E3-B2F2-6071439B0C4E,1655401481215938560,CJSJSJSJ00914-White Set10-Apple US plug,high,"Auto-match por SKU ""CJSJSJSJ00914"""
cmrhc1gra000qb3iby1hx2qu6,3 In 1 Fast Charging Station Wireless Charger Stand Wireless Quick Charge Dock For Phone Holder,472172.41,42659377774677,CJSJSJSJ00914-White Set11-Apple US plug,ACD5F972-439D-41E3-B2F2-6071439B0C4E,1655401481291436032,CJSJSJSJ00914-White Set11-Apple US plug,high,"Auto-match por SKU ""CJSJSJSJ00914"""
cmrhc1gra000qb3iby1hx2qu6,3 In 1 Fast Charging Station Wireless Charger Stand Wireless Quick Charge Dock For Phone Holder,468689.66,42659377807445,CJSJSJSJ00914-White Set12-Apple US plug,ACD5F972-439D-41E3-B2F2-6071439B0C4E,1655401481366933504,CJSJSJSJ00914-White Set12-Apple US plug,high,"Auto-match por SKU ""CJSJSJSJ00914"""
cmrhc1gra000qb3iby1hx2qu6,3 In 1 Fast Charging Station Wireless Charger Stand Wireless Quick Charge Dock For Phone Holder,689793.10,42659377840213,CJSJSJSJ00914-White-Apple2pc,ACD5F972-439D-41E3-B2F2-6071439B0C4E,226A7E4D-E10D-43F3-A6B5-800441734C99,CJSJSJSJ00914-White-Apple2pc,high,"Auto-match por SKU ""CJSJSJSJ00914"""
cmrhc1gra000qb3iby1hx2qu6,3 In 1 Fast Charging Station Wireless Charger Stand Wireless Quick Charge Dock For Phone Holder,689793.10,42659377872981,CJSJSJSJ00914-1Black 1White-Apple,ACD5F972-439D-41E3-B2F2-6071439B0C4E,2E20B760-5CDA-46AB-A740-BFD005C9506C,CJSJSJSJ00914-1Black 1White-Apple,high,"Auto-match por SKU ""CJSJSJSJ00914"""
cmrhc1gra000qb3iby1hx2qu6,3 In 1 Fast Charging Station Wireless Charger Stand Wireless Quick Charge Dock For Phone Holder,715931.03,42659377905749,CJSJSJSJ00914-White UK-Samsung,ACD5F972-439D-41E3-B2F2-6071439B0C4E,2F45CA61-D446-4E03-96D4-D92E5FAF56C3,CJSJSJSJ00914-White UK-Samsung,high,"Auto-match por SKU ""CJSJSJSJ00914"""
cmrhc1gra000qb3iby1hx2qu6,3 In 1 Fast Charging Station Wireless Charger Stand Wireless Quick Charge Dock For Phone Holder,1102034.48,42659377938517,CJSJSJSJ00914-3PCS black-Apple,ACD5F972-439D-41E3-B2F2-6071439B0C4E,39F2226C-3918-485A-AD39-F9E830C0B527,CJSJSJSJ00914-3PCS black-Apple,high,"Auto-match por SKU ""CJSJSJSJ00914"""
cmrhc1gra000qb3iby1hx2qu6,3 In 1 Fast Charging Station Wireless Charger Stand Wireless Quick Charge Dock For Phone Holder,755206.90,42659377971285,CJSJSJSJ00914-White 2pcs-Apple AUplug,ACD5F972-439D-41E3-B2F2-6071439B0C4E,3FD04ABB-19DE-4D6D-AC72-D256537C06B9,CJSJSJSJ00914-White 2pcs-Apple AUplug,high,"Auto-match por SKU ""CJSJSJSJ00914"""
cmrhc1gra000qb3iby1hx2qu6,3 In 1 Fast Charging Station Wireless Charger Stand Wireless Quick Charge Dock For Phone Holder,1099344.83,42659378004053,CJSJSJSJ00914-Black 3pcs-Samsung AU,ACD5F972-439D-41E3-B2F2-6071439B0C4E,41040C93-E74D-4ABF-9513-EB698DAC204E,CJSJSJSJ00914-Black 3pcs-Samsung AU,high,"Auto-match por SKU ""CJSJSJSJ00914"""
